CustomerID,ProdTaken,Age,TypeofContact,CityTier
200119,0,43,Company Invited,3
200120,0,30,Company Invited,1
200121,0,33,Company Invited,3
200122,1,56,Self Enquiry,1
200123,0,51,Self Enquiry,1
200124,1,31,Self Enquiry,3
200125,0,26,Self Enquiry,1
200126,1,58,Self Enquiry,1
200127,1,19,Self Enquiry,3
200128,0,22,Self Enquiry,1
200129,0,49,Self Enquiry,1
200130,0,43,Company Invited,1
200131,0,50,Company Invited,3
200132,1,31,Self Enquiry,3
200133,0,41,Self Enquiry,3
200134,0,26,Self Enquiry,2
200135,0,36,Self Enquiry,1
200136,1,51,Company Invited,1
200137,0,39,Self Enquiry,3
200138,0,25,Self Enquiry,3
200139,0,30,Self Enquiry,2
200140,1,36,Self Enquiry,1
200141,0,36,Self Enquiry,1
200142,0,38,Self Enquiry,1
200143,0,30,Self Enquiry,1
200144,0,32,Company Invited,3
200145,0,30,Self Enquiry,1
200146,0,30,Self Enquiry,1
200147,0,41,Company Invited,1
200148,0,41,Self Enquiry,1
200149,0,19,Self Enquiry,1
200150,0,40,Company Invited,1
200151,0,35,Self Enquiry,3
200152,0,53,Self Enquiry,3
200153,0,45,Self Enquiry,1
200154,0,32,Company Invited,3
200155,0,29,Company Invited,1
200156,0,51,Self Enquiry,1
200157,0,58,Self Enquiry,1
200158,0,40,Self Enquiry,3
200159,0,34,Company Invited,3
200160,0,22,Self Enquiry,1
200161,0,27,Company Invited,1
200162,0,28,Self Enquiry,1
200163,0,57,Self Enquiry,1
200164,0,27,Company Invited,1
200165,0,50,Self Enquiry,1
200166,0,41,Self Enquiry,1
200167,0,30,Self Enquiry,3
200168,0,38,Self Enquiry,3
200169,0,32,Self Enquiry,1
200170,0,27,Self Enquiry,1
200171,1,19,Company Invited,3
200172,0,36,Company Invited,1
200173,0,30,Company Invited,1
200174,0,45,Self Enquiry,3
200175,0,56,Self Enquiry,1
200176,0,33,Self Enquiry,1
200177,1,19,Self Enquiry,1
200178,0,46,Self Enquiry,3
200179,0,38,Self Enquiry,1
200180,0,36,Self Enquiry,1
200181,0,34,Self Enquiry,1
200182,1,41,Self Enquiry,3
200183,0,36,Self Enquiry,1
200184,0,53,Self Enquiry,1
200185,0,33,Self Enquiry,1
200186,0,40,Self Enquiry,1
200187,0,55,Self Enquiry,1
200188,0,34,Company Invited,1
200189,0,51,Self Enquiry,1
200190,0,52,Self Enquiry,1
200191,0,27,Self Enquiry,1
200192,1,35,Self Enquiry,1
200193,0,43,Company Invited,1
200194,0,45,Company Invited,1
200195,0,36,Self Enquiry,1
200196,0,35,Company Invited,1
200197,0,42,Company Invited,1
200198,0,38,Self Enquiry,1
200199,0,38,Self Enquiry,1
200200,0,27,Company Invited,1
200201,0,49,Company Invited,1
200202,0,36,Company Invited,1
200203,0,40,Self Enquiry,1
200204,1,38,Self Enquiry,1
200205,1,29,Self Enquiry,3
200206,0,22,Self Enquiry,1
200207,0,36,Company Invited,1
200208,0,40,Company Invited,1
200209,0,46,Self Enquiry,1
200210,1,32,Self Enquiry,3
200211,0,30,Company Invited,1
200212,0,27,Company Invited,3
200213,0,51,Self Enquiry,1
200214,1,30,Self Enquiry,1
200215,0,41,Self Enquiry,3
200216,1,30,Company Invited,3
200217,1,29,Self Enquiry,1
200218,0,45,Company Invited,3
200219,0,54,Self Enquiry,3
200220,0,36,Self Enquiry,1
200221,0,33,Self Enquiry,1
200222,0,37,Company Invited,1
200223,0,38,Self Enquiry,3
200224,0,31,Self Enquiry,1
200225,0,59,Self Enquiry,1
200226,0,37,Company Invited,3
200227,0,29,Company Invited,3
200228,0,35,Company Invited,3
200229,1,29,Self Enquiry,1
200230,0,52,Self Enquiry,1
200231,0,42,Self Enquiry,1
200232,0,59,Self Enquiry,2
200233,0,50,Self Enquiry,3
200234,1,33,Self Enquiry,1
200235,0,43,Self Enquiry,3
200236,1,33,Self Enquiry,1
200237,0,52,Company Invited,3
200238,0,36,Self Enquiry,3
200239,1,36,Self Enquiry,1
200240,0,39,Self Enquiry,1
200241,0,32,Company Invited,3
200242,0,41,Self Enquiry,1
200243,0,40,Self Enquiry,1
200244,0,45,Self Enquiry,1
200245,0,31,Company Invited,1
200246,0,33,Self Enquiry,1
200247,0,34,Self Enquiry,1
200248,0,36,Self Enquiry,1
200249,0,45,Company Invited,1
200250,1,37,Company Invited,1
200251,0,39,Company Invited,1
200252,0,29,Self Enquiry,1
200253,0,42,Self Enquiry,1
200254,0,29,Self Enquiry,3
200255,0,25,Self Enquiry,1
200256,0,42,Self Enquiry,1
200257,0,40,Self Enquiry,1
200258,0,51,Self Enquiry,1
200259,1,36,Company Invited,1
200260,0,32,Company Invited,1
200261,0,38,Company Invited,3
200262,0,32,Self Enquiry,1
200263,0,46,Self Enquiry,3
200264,1,36,Self Enquiry,1
200265,0,29,Self Enquiry,3
200266,0,31,Self Enquiry,1
200267,0,36,Company Invited,1
200268,0,45,Self Enquiry,1
200269,0,36,Self Enquiry,1
200270,0,55,Self Enquiry,1
200271,1,47,Company Invited,1
200272,0,28,Self Enquiry,1
200273,0,37,Self Enquiry,3
200274,0,21,Self Enquiry,1
200275,0,37,Company Invited,1
200276,0,35,Self Enquiry,1
200277,0,38,Self Enquiry,3
200278,0,26,Company Invited,1
200279,0,50,Self Enquiry,1
200280,0,53,Self Enquiry,1
200281,0,42,Self Enquiry,3
200282,0,29,Company Invited,3
200283,0,55,Self Enquiry,1
200284,0,26,Company Invited,1
200285,0,37,Self Enquiry,1
200286,1,44,Company Invited,1
200287,0,38,Self Enquiry,1
200288,1,26,Self Enquiry,1
200289,0,28,Self Enquiry,1
200290,0,49,Company Invited,1
200291,0,36,Self Enquiry,1
200292,0,31,Company Invited,3
200293,1,26,Self Enquiry,3
200294,0,37,Company Invited,1
200295,0,42,Company Invited,3
200296,1,18,Self Enquiry,1
200297,0,35,Self Enquiry,3
200298,0,36,Company Invited,1
200299,0,51,Self Enquiry,1
200300,0,41,Self Enquiry,3
200301,0,18,Self Enquiry,3
200302,0,28,Self Enquiry,1
200303,0,31,Self Enquiry,3
200304,0,39,Self Enquiry,1
200305,0,36,Company Invited,1
200306,0,32,Self Enquiry,3
200307,0,38,Self Enquiry,1
200308,0,58,Company Invited,1
200309,0,31,Self Enquiry,1
200310,0,31,Self Enquiry,2
200311,0,45,Company Invited,1
200312,0,31,Self Enquiry,1
200313,0,33,Company Invited,1
200314,0,39,Self Enquiry,1
200315,0,43,Company Invited,1
200316,0,49,Self Enquiry,1
200317,1,52,Self Enquiry,1
200318,0,27,Self Enquiry,1
200319,0,32,Self Enquiry,3
200320,0,27,Self Enquiry,3
200321,0,31,Self Enquiry,3
200322,0,32,Self Enquiry,1
200323,1,36,Self Enquiry,1
200324,0,30,Self Enquiry,1
200325,0,31,Company Invited,1
200326,0,39,Company Invited,1
200327,1,39,Self Enquiry,3
200328,0,33,Company Invited,3
200329,0,47,Self Enquiry,1
200330,0,43,Company Invited,1
200331,0,27,Company Invited,3
200332,0,54,Company Invited,1
200333,0,43,Self Enquiry,1
200334,0,36,Self Enquiry,1
200335,0,40,Self Enquiry,3
200336,1,29,Self Enquiry,1
200337,0,36,Self Enquiry,1
200338,0,30,Self Enquiry,3
200339,0,27,Self Enquiry,3
200340,0,37,Self Enquiry,1
200341,0,38,Self Enquiry,1
200342,0,31,Self Enquiry,1
200343,0,29,Self Enquiry,3
200344,0,35,Self Enquiry,1
200345,0,23,Self Enquiry,1
200346,0,41,Self Enquiry,1
200347,0,47,Company Invited,3
200348,0,42,Self Enquiry,1
200349,0,29,Company Invited,3
200350,0,42,Self Enquiry,2
200351,0,32,Self Enquiry,1
200352,0,48,Self Enquiry,3
200353,0,37,Self Enquiry,1
200354,0,30,Company Invited,3
200355,0,26,Self Enquiry,3
200356,0,42,Self Enquiry,1
200357,1,21,Company Invited,3
200358,0,36,Company Invited,3
200359,0,36,Company Invited,3
200360,0,57,Self Enquiry,1
200361,0,40,Self Enquiry,1
200362,0,21,Company Invited,3
200363,1,33,Self Enquiry,3
200364,0,36,Self Enquiry,1
200365,0,46,Company Invited,1
200366,1,41,Company Invited,3
200367,0,50,Self Enquiry,1
200368,1,40,Self Enquiry,3
200369,0,31,Self Enquiry,1
200370,1,21,Self Enquiry,3
200371,0,29,Self Enquiry,1
200372,0,35,Self Enquiry,1
200373,0,36,Self Enquiry,1
200374,0,28,Self Enquiry,3
200375,0,49,Self Enquiry,1
200376,0,51,Self Enquiry,3
200377,0,36,Self Enquiry,1
200378,1,34,Company Invited,3
200379,0,55,Self Enquiry,1
200380,0,24,Self Enquiry,3
200381,0,30,Self Enquiry,3
200382,1,26,Company Invited,1
200383,0,22,Self Enquiry,1
200384,0,36,Self Enquiry,3
200385,1,30,Company Invited,1
200386,0,37,Self Enquiry,1
200387,0,40,Self Enquiry,3
200388,0,42,Self Enquiry,1
200389,0,36,Self Enquiry,1
200390,0,43,Self Enquiry,1
200391,0,36,Self Enquiry,1
200392,0,54,Self Enquiry,1
200393,0,34,Company Invited,3
200394,0,31,Self Enquiry,1
200395,0,43,Company Invited,1
200396,0,43,Self Enquiry,1
200397,0,25,Self Enquiry,3
200398,0,37,Company Invited,1
200399,0,31,Self Enquiry,1
200400,0,39,Company Invited,1
200401,0,56,Company Invited,3
200402,0,30,Self Enquiry,3
200403,0,41,Self Enquiry,3
200404,0,28,Self Enquiry,1
200405,1,36,Self Enquiry,1
200406,0,52,Self Enquiry,1
200407,0,45,Self Enquiry,1
200408,0,52,Self Enquiry,1
200409,0,42,Company Invited,1
200410,0,30,Self Enquiry,1
200411,0,60,Self Enquiry,1
200412,0,46,Self Enquiry,1
200413,0,42,Company Invited,1
200414,1,24,Self Enquiry,3
200415,1,34,Company Invited,3
200416,0,38,Company Invited,1
200417,0,40,Self Enquiry,3
200418,0,26,Self Enquiry,1
200419,0,30,Company Invited,1
200420,0,29,Self Enquiry,1
200421,1,29,Self Enquiry,1
200422,1,19,Self Enquiry,2
200423,0,30,Company Invited,3
200424,0,57,Self Enquiry,3
200425,0,50,Self Enquiry,1
200426,0,30,Company Invited,1
200427,0,60,Company Invited,3
200428,0,47,Self Enquiry,1
200429,0,46,Self Enquiry,1
200430,0,35,Self Enquiry,1
200431,0,36,Self Enquiry,1
200432,0,34,Self Enquiry,1
200433,0,46,Self Enquiry,3
200434,0,31,Self Enquiry,1
200435,1,33,Self Enquiry,1
200436,1,36,Self Enquiry,1
200437,0,30,Self Enquiry,3
200438,0,35,Self Enquiry,1
200439,1,31,Company Invited,1
200440,1,34,Company Invited,2
200441,0,42,Company Invited,1
200442,0,36,Company Invited,3
200443,1,36,Company Invited,1
200444,0,36,Self Enquiry,3
200445,0,55,Self Enquiry,3
200446,0,41,Company Invited,3
200447,0,35,Self Enquiry,3
200448,0,40,Self Enquiry,1
200449,0,36,Company Invited,1
200450,0,31,Self Enquiry,3
200451,0,42,Self Enquiry,1
200452,0,45,Self Enquiry,3
200453,1,26,Company Invited,2
200454,0,29,Self Enquiry,1
200455,0,33,Self Enquiry,1
200456,0,31,Self Enquiry,3
200457,1,18,Company Invited,3
200458,0,40,Company Invited,3
200459,0,41,Company Invited,1
200460,0,26,Self Enquiry,3
200461,0,35,Self Enquiry,3
200462,0,34,Self Enquiry,3
200463,1,26,Self Enquiry,1
200464,0,37,Self Enquiry,1
200465,0,46,Company Invited,1
200466,0,41,Self Enquiry,3
200467,0,37,Company Invited,3
200468,0,52,Self Enquiry,1
200469,1,32,Company Invited,3
200470,0,24,Company Invited,3
200471,0,38,Self Enquiry,1
200472,0,37,Self Enquiry,1
200473,0,49,Self Enquiry,1
200474,0,24,Self Enquiry,1
200475,0,26,Self Enquiry,3
200476,0,24,Self Enquiry,1
200477,0,50,Company Invited,2
200478,0,25,Self Enquiry,3
200479,1,24,Company Invited,1
200480,1,30,Company Invited,3
200481,0,36,Self Enquiry,1
200482,1,31,Self Enquiry,3
200483,0,36,Self Enquiry,1
200484,0,31,Self Enquiry,3
200485,0,27,Self Enquiry,1
200486,0,37,Self Enquiry,3
200487,0,20,Self Enquiry,1
200488,0,36,Self Enquiry,1
200489,0,43,Self Enquiry,1
200490,0,38,Self Enquiry,1
200491,0,43,Company Invited,1
200492,0,48,Self Enquiry,1
200493,0,44,Self Enquiry,2
200494,0,34,Self Enquiry,3
200495,1,27,Self Enquiry,3
200496,0,36,Self Enquiry,3
200497,0,44,Self Enquiry,1
200498,0,22,Self Enquiry,1
200499,0,33,Self Enquiry,3
200500,0,32,Self Enquiry,1
200501,0,30,Company Invited,1
200502,0,53,Self Enquiry,3
200503,0,34,Self Enquiry,1
200504,1,45,Company Invited,3
200505,0,26,Self Enquiry,1
200506,0,37,Self Enquiry,1
200507,0,29,Self Enquiry,3
200508,0,35,Self Enquiry,1
200509,0,33,Company Invited,1
200510,0,54,Self Enquiry,2
200511,0,36,Self Enquiry,1
200512,0,27,Self Enquiry,1
200513,1,20,Self Enquiry,1
200514,1,33,Company Invited,1
200515,0,35,Company Invited,1
200516,0,23,Self Enquiry,1
200517,0,25,Self Enquiry,3
200518,0,36,Self Enquiry,3
200519,0,29,Company Invited,1
200520,0,48,Self Enquiry,3
200521,0,27,Company Invited,3
200522,0,37,Self Enquiry,1
200523,0,50,Self Enquiry,1
200524,0,34,Self Enquiry,1
200525,1,24,Self Enquiry,3
200526,0,39,Self Enquiry,1
200527,0,32,Self Enquiry,3
200528,1,50,Company Invited,3
200529,0,38,Self Enquiry,1
200530,0,27,Self Enquiry,1
200531,0,32,Self Enquiry,1
200532,0,47,Self Enquiry,3
200533,0,40,Company Invited,3
200534,0,53,Self Enquiry,1
200535,0,41,Self Enquiry,2
200536,0,60,Self Enquiry,3
200537,0,27,Company Invited,1
200538,0,41,Self Enquiry,2
200539,0,36,Self Enquiry,3
200540,1,28,Self Enquiry,1
200541,0,36,Company Invited,1
200542,0,38,Self Enquiry,1
200543,0,36,Company Invited,1
200544,0,47,Company Invited,3
200545,0,30,Self Enquiry,3
200546,0,29,Self Enquiry,3
200547,1,42,Company Invited,1
200548,0,43,Company Invited,3
200549,0,34,Self Enquiry,1
200550,0,23,Self Enquiry,1
200551,0,39,Self Enquiry,2
200552,0,56,Self Enquiry,1
200553,0,40,Self Enquiry,1
200554,0,27,Self Enquiry,1
200555,0,29,Self Enquiry,3
200556,0,53,Self Enquiry,1
200557,0,35,Company Invited,1
200558,0,32,Company Invited,1
200559,0,38,Self Enquiry,1
200560,0,34,Self Enquiry,1
200561,0,52,Self Enquiry,3
200562,1,33,Self Enquiry,1
200563,0,25,Self Enquiry,3
200564,0,45,Self Enquiry,3
200565,0,36,Self Enquiry,1
200566,1,47,Company Invited,3
200567,0,34,Self Enquiry,3
200568,1,55,Self Enquiry,1
200569,0,36,Company Invited,3
200570,0,52,Company Invited,1
200571,0,26,Self Enquiry,1
200572,0,29,Self Enquiry,1
200573,1,26,Self Enquiry,3
200574,0,34,Self Enquiry,1
200575,0,54,Self Enquiry,1
200576,0,27,Self Enquiry,3
200577,0,37,Self Enquiry,1
200578,0,38,Company Invited,1
200579,0,34,Self Enquiry,1
200580,0,35,Self Enquiry,3
200581,0,36,Self Enquiry,1
200582,0,40,Company Invited,1
200583,0,34,Self Enquiry,3
200584,0,42,Company Invited,1
200585,1,23,Self Enquiry,1
200586,0,24,Company Invited,1
200587,0,52,Self Enquiry,1
200588,0,50,Self Enquiry,1
200589,1,29,Self Enquiry,1
200590,0,33,Self Enquiry,1
200591,1,33,Self Enquiry,3
200592,0,47,Self Enquiry,1
200593,0,36,Self Enquiry,1
200594,0,29,Self Enquiry,1
200595,1,58,Self Enquiry,1
200596,0,35,Self Enquiry,1
200597,0,42,Self Enquiry,1
200598,1,28,Self Enquiry,1
200599,0,36,Self Enquiry,2
200600,0,32,Self Enquiry,1
200601,0,40,Company Invited,1
200602,0,30,Self Enquiry,1
200603,0,45,Self Enquiry,1
200604,0,42,Self Enquiry,1
200605,0,38,Company Invited,1
200606,0,34,Company Invited,1
200607,1,49,Self Enquiry,3
200608,1,55,Self Enquiry,3
200609,0,43,Self Enquiry,1
200610,0,27,Self Enquiry,1
200611,0,35,Self Enquiry,1
200612,0,28,Self Enquiry,3
200613,0,36,Self Enquiry,2
200614,1,26,Company Invited,1
200615,0,27,Company Invited,1
200616,0,51,Self Enquiry,3
200617,0,44,Self Enquiry,1
200618,0,36,Self Enquiry,1
200619,0,36,Self Enquiry,3
200620,0,35,Self Enquiry,1
200621,0,36,Self Enquiry,3
200622,0,32,Self Enquiry,3
200623,0,36,Company Invited,1
200624,0,53,Self Enquiry,3
200625,0,45,Self Enquiry,3
200626,0,32,Self Enquiry,1
200627,0,52,Company Invited,1
200628,0,37,Self Enquiry,3
200629,0,28,Self Enquiry,2
200630,0,22,Self Enquiry,1
200631,0,44,Self Enquiry,1
200632,0,42,Company Invited,1
200633,0,36,Self Enquiry,2
200634,0,36,Self Enquiry,3
200635,0,35,Self Enquiry,1
200636,1,35,Company Invited,1
200637,0,32,Company Invited,1
200638,0,25,Self Enquiry,3
200639,0,36,Self Enquiry,1
200640,0,24,Company Invited,1
200641,0,32,Company Invited,3
200642,0,38,Self Enquiry,3
200643,0,42,Self Enquiry,1
200644,0,31,Self Enquiry,1
200645,1,29,Self Enquiry,3
200646,0,53,Self Enquiry,3
200647,0,35,Self Enquiry,1
200648,0,37,Company Invited,3
200649,0,53,Self Enquiry,1
200650,0,43,Company Invited,1
200651,0,47,Self Enquiry,3
200652,0,37,Company Invited,3
200653,0,50,Company Invited,1
200654,0,39,Self Enquiry,2
200655,0,33,Self Enquiry,2
200656,1,32,Self Enquiry,1
200657,0,29,Self Enquiry,1
200658,0,44,Self Enquiry,1
200659,0,28,Self Enquiry,3
200660,1,58,Company Invited,1
200661,0,43,Self Enquiry,1
200662,1,20,Self Enquiry,3
200663,1,21,Self Enquiry,1
200664,0,36,Self Enquiry,1
200665,0,47,Self Enquiry,3
200666,1,36,Self Enquiry,1
200667,1,41,Self Enquiry,1
200668,0,28,Self Enquiry,1
200669,1,39,Self Enquiry,1
200670,0,27,Self Enquiry,1
200671,0,34,Self Enquiry,1
200672,0,42,Self Enquiry,3
200673,0,33,Self Enquiry,1
200674,0,58,Self Enquiry,1
200675,0,31,Self Enquiry,3
200676,0,36,Self Enquiry,1
200677,0,49,Self Enquiry,1
200678,0,48,Self Enquiry,1
200679,0,31,Company Invited,3
200680,0,36,Self Enquiry,1
200681,0,38,Self Enquiry,1
200682,0,32,Company Invited,1
200683,1,25,Self Enquiry,3
200684,0,40,Self Enquiry,3
200685,0,26,Company Invited,3
200686,0,41,Self Enquiry,1
200687,0,36,Self Enquiry,1
200688,1,19,Self Enquiry,3
200689,1,20,Self Enquiry,1
200690,0,31,Self Enquiry,1
200691,0,36,Company Invited,1
200692,0,32,Self Enquiry,1
200693,1,36,Self Enquiry,3
200694,0,33,Self Enquiry,1
200695,1,37,Self Enquiry,3
200696,0,45,Company Invited,1
200697,0,29,Company Invited,3
200698,0,35,Self Enquiry,3
200699,0,52,Self Enquiry,1
200700,1,58,Self Enquiry,1
200701,0,53,Self Enquiry,3
200702,0,30,Self Enquiry,3
200703,0,38,Company Invited,3
200704,0,35,Self Enquiry,3
200705,0,39,Self Enquiry,3
200706,1,40,Company Invited,3
200707,0,47,Company Invited,1
200708,0,36,Company Invited,3
200709,1,31,Company Invited,1
200710,0,33,Company Invited,3
200711,1,29,Self Enquiry,1
200712,0,36,Self Enquiry,1
200713,0,45,Self Enquiry,1
200714,0,50,Self Enquiry,1
200715,0,33,Company Invited,1
200716,0,41,Company Invited,1
200717,0,27,Self Enquiry,1
200718,0,36,Company Invited,1
200719,0,36,Self Enquiry,3
200720,1,30,Self Enquiry,1
200721,0,50,Self Enquiry,1
200722,0,38,Company Invited,1
200723,0,46,Self Enquiry,1
200724,0,24,Self Enquiry,1
200725,1,36,Self Enquiry,1
200726,0,36,Company Invited,1
200727,0,18,Company Invited,1
200728,0,54,Self Enquiry,1
200729,0,35,Self Enquiry,1
200730,0,30,Self Enquiry,1
200731,1,20,Self Enquiry,1
200732,1,30,Company Invited,1
200733,0,26,Self Enquiry,1
200734,0,22,Self Enquiry,1
200735,0,48,Self Enquiry,1
200736,0,48,Self Enquiry,1
200737,0,41,Self Enquiry,1
200738,0,39,Self Enquiry,1
200739,0,27,Self Enquiry,1
200740,0,36,Self Enquiry,1
200741,0,42,Self Enquiry,3
200742,0,50,Self Enquiry,1
200743,0,59,Self Enquiry,1
200744,1,37,Self Enquiry,1
200745,0,55,Company Invited,1
200746,0,41,Company Invited,1
200747,0,38,Self Enquiry,3
200748,1,26,Company Invited,3
200749,1,52,Self Enquiry,3
200750,0,44,Self Enquiry,3
200751,0,50,Company Invited,3
200752,1,36,Self Enquiry,1
200753,0,39,Company Invited,1
200754,0,33,Company Invited,3
200755,0,45,Self Enquiry,3
200756,0,36,Company Invited,1
200757,0,34,Self Enquiry,3
200758,0,59,Self Enquiry,3
200759,0,45,Self Enquiry,2
200760,0,53,Company Invited,3
200761,1,36,Self Enquiry,1
200762,1,26,Company Invited,1
200763,0,34,Self Enquiry,3
200764,0,28,Self Enquiry,3
200765,0,38,Company Invited,1
200766,0,50,Self Enquiry,1
200767,0,36,Self Enquiry,1
200768,0,40,Self Enquiry,3
200769,0,26,Company Invited,1
200770,0,46,Self Enquiry,1
200771,0,54,Self Enquiry,3
200772,0,56,Company Invited,1
200773,0,36,Self Enquiry,1
200774,0,55,Company Invited,1
200775,0,43,Self Enquiry,3
200776,1,20,Company Invited,3
200777,1,21,Self Enquiry,1
200778,0,46,Self Enquiry,1
200779,1,51,Self Enquiry,1
200780,1,28,Company Invited,1
200781,0,36,Self Enquiry,1
200782,0,30,Self Enquiry,1
200783,0,36,Self Enquiry,1
200784,0,38,Self Enquiry,1
200785,0,40,Self Enquiry,1
200786,0,27,Company Invited,1
200787,0,55,Company Invited,1
200788,0,36,Self Enquiry,1
200789,1,44,Self Enquiry,2
200790,0,33,Self Enquiry,1
200791,1,35,Self Enquiry,3
200792,1,33,Company Invited,1
200793,0,28,Self Enquiry,1
200794,0,34,Company Invited,1
200795,0,37,Self Enquiry,3
200796,1,36,Self Enquiry,1
200797,1,26,Self Enquiry,1
200798,1,33,Self Enquiry,1
200799,0,42,Self Enquiry,1
200800,1,28,Company Invited,1
200801,1,50,Company Invited,3
200802,0,33,Company Invited,3
200803,0,34,Company Invited,1
200804,0,48,Company Invited,1
200805,0,45,Company Invited,3
200806,0,52,Self Enquiry,1
200807,0,38,Self Enquiry,3
200808,0,29,Self Enquiry,1
200809,0,28,Self Enquiry,1
200810,0,46,Self Enquiry,3
200811,0,38,Self Enquiry,3
200812,0,43,Company Invited,1
200813,1,39,Company Invited,1
200814,0,40,Self Enquiry,1
200815,0,21,Self Enquiry,1
200816,0,39,Company Invited,1
200817,0,36,Company Invited,1
200818,0,31,Company Invited,3
200819,0,28,Self Enquiry,1
200820,0,35,Company Invited,3
200821,0,49,Self Enquiry,3
200822,0,36,Company Invited,1
200823,0,29,Company Invited,1
200824,0,42,Self Enquiry,1
200825,0,29,Self Enquiry,1
200826,0,38,Self Enquiry,2
200827,0,28,Company Invited,1
200828,1,18,Company Invited,1
200829,1,33,Self Enquiry,3
200830,0,41,Self Enquiry,1
200831,1,31,Company Invited,1
200832,0,37,Self Enquiry,1
200833,0,27,Self Enquiry,1
200834,0,34,Self Enquiry,3
200835,0,35,Self Enquiry,2
200836,1,29,Self Enquiry,3
200837,0,40,Company Invited,1
200838,1,42,Company Invited,3
200839,0,42,Self Enquiry,3
200840,0,35,Self Enquiry,1
200841,0,36,Self Enquiry,1
200842,1,28,Self Enquiry,1
200843,0,26,Self Enquiry,1
200844,0,30,Self Enquiry,3
200845,0,40,Company Invited,1
200846,0,35,Self Enquiry,1
200847,0,34,Company Invited,1
